code,facility_uuid,district_name,Directorate_name,facility_name,facility_type_name,Total User Count,User Login Count,Registration Count,Lab Order Count,Admission Count,Total Department Count,Total Active Department Count,Total Doctor Count,Login Doctor Count,Total Nurse Count,Login Nurse Count
PHC1758,2491,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Nallanpillaipetral,PHC,7,6,395,588,0,13,3,2,2,1,0
PHC1759,2492,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Ottampattu,PHC,7,6,493,471,0,13,3,2,1,1,0
PHC1760,2493,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Alathur,PHC,7,6,2788,3804,0,13,4,2,2,1,0
PHC1761,2494,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Eduthavainatham,PHC,7,6,658,1566,0,13,3,2,2,1,0
PHC1762,2495,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Malaikottalam,PHC,7,6,1283,2920,0,13,3,2,2,1,0
PHC1764,2497,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Arampoondi,PHC,7,6,532,1829,0,13,3,2,2,1,0
PHC1765,2498,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Kilakadu,PHC,7,6,445,1277,0,13,3,2,2,1,0
PHC1766,2499,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Mottampatti,PHC,7,6,420,768,0,13,3,2,2,1,0
PHC1767,2500,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Serapattu,PHC,7,6,429,803,0,13,3,2,2,1,0
PHC1768,2501,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Kanai,PHC,7,6,1110,2150,0,13,5,2,2,1,0
PHC1769,2502,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Karuvatchi,PHC,7,6,753,742,0,13,3,2,2,1,0
PHC1770,2503,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Kedar,PHC,7,6,1260,2043,0,13,2,2,2,1,0
PHC1771,2504,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Kandamangalam,PHC,7,6,219,399,0,13,3,2,2,1,0
PHC1772,2505,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Kondur,PHC,7,6,204,334,0,13,3,2,2,1,0
PHC1773,2506,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Puranasingupalayam,PHC,7,6,498,704,0,13,3,2,2,1,0
PHC1774,2507,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Rampakkam,PHC,7,6,708,933,0,13,4,2,2,1,0
PHC1775,2508,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Arasamangalam,PHC,7,6,679,913,0,13,4,2,2,1,0
PHC1776,2509,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Koliyanur,PHC,7,6,905,2210,0,13,3,2,2,1,0
PHC1777,2510,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Thogaipadi,PHC,7,6,809,1897,0,13,3,2,2,1,0
PHC1778,2511,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Chendur,PHC,7,6,426,703,0,13,3,2,1,1,0
PHC1779,2512,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Mannampoondi,PHC,7,6,672,703,0,13,3,2,1,1,0
PHC1780,2513,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Muppuli,PHC,7,6,353,693,0,13,2,2,2,1,0
PHC1781,2514,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Nedimozhiyanur,PHC,7,6,518,608,0,13,3,2,2,1,0
PHC1782,2515,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Periyathatchur,PHC,7,6,518,666,0,13,3,2,2,1,0
PHC1783,2516,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Rettanai,PHC,7,6,387,658,0,13,3,2,1,1,0
PHC1784,2517,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Anumanthai,PHC,7,6,698,599,0,13,3,2,1,1,0
PHC1785,2518,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Brammadesam,PHC,7,6,664,563,0,13,3,2,2,1,0
PHC1786,2519,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Endaiyur,PHC,7,6,1283,1220,0,13,4,2,2,1,0
PHC1787,2520,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Omandur,PHC,7,6,873,812,0,13,4,2,2,1,0
PHC1788,2521,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Perumukkal,PHC,7,6,1334,1337,0,13,2,2,2,1,0
PHC1789,2522,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Avalurpettai,PHC,7,6,1385,2629,0,13,4,2,2,1,0
PHC1790,2523,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Melmalaiyanur,PHC,7,6,1004,1439,0,13,4,2,2,1,0
PHC1791,2524,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Melsevalampadi,PHC,7,6,2243,5047,0,13,3,2,2,1,0
PHC1792,2525,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Arcot,PHC,7,6,1030,979,0,13,3,2,2,1,0
PHC1793,2526,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Kandachipuram,PHC,7,6,576,1048,0,13,4,2,1,1,0
PHC1794,2527,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Manalurpettai,PHC,7,6,569,561,0,13,3,2,2,1,0
PHC1795,2528,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Veerapondi,PHC,7,6,624,1172,0,13,4,2,2,1,0
PHC1796,2529,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Vilanthai,PHC,7,6,755,862,0,13,3,2,1,1,0
PHC1797,2530,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Avanipur,PHC,7,6,1484,864,0,13,4,2,2,1,0
PHC1798,2531,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Dhadhapuram,PHC,7,6,485,471,0,13,3,2,1,1,0
PHC1799,2532,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Saram,PHC,7,6,540,410,0,13,1,2,2,1,0
PHC1800,2533,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Vellimedupettai,PHC,7,6,747,670,0,13,3,2,1,1,0
PHC1801,2534,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Manimuthadam,PHC,7,6,453,424,0,13,4,2,2,1,0
PHC1802,2535,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Seerpanandal,PHC,7,6,337,338,0,13,3,2,2,1,0
PHC1803,2536,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Vanapuram,PHC,7,6,354,341,0,13,3,2,2,1,0
PHC1804,2537,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Arasampattu,PHC,7,6,716,644,0,13,4,2,2,1,0
PHC1805,2538,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Moongilthuraipattu,PHC,7,6,285,261,0,13,2,2,1,1,0
PHC1806,2539,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Solampattu,PHC,7,6,1219,1328,0,13,4,2,2,1,0
PHC1807,2540,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Vadaponparappi,PHC,7,6,639,984,0,13,3,2,1,1,0
PHC1808,2541,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Eyyanur,PHC,7,6,1019,3421,0,13,5,2,2,1,0
PHC1809,2542,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Koothakudi,PHC,7,6,1048,2491,0,13,4,2,2,1,0
PHC1810,2543,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Kudiyanallur,PHC,7,6,1134,1732,0,13,4,2,2,1,0
PHC1811,2544,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Mudiyanur,PHC,7,6,1154,3397,0,13,3,2,1,1,0
PHC1812,2545,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Edaiyur,PHC,7,6,1399,3658,0,13,4,2,2,1,0
PHC1813,2546,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),T.Kunnathur,PHC,7,6,342,441,0,13,3,2,2,1,0
PHC1814,2547,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Thirukoilur,PHC,7,6,522,670,0,13,2,2,2,1,0
PHC1815,2548,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Kalamarudur,PHC,7,6,836,837,0,13,4,2,2,1,0
PHC1816,2549,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Senkurichi,PHC,7,6,905,1788,0,13,3,2,2,1,0
PHC1817,2550,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Senthanadu,PHC,7,6,1345,2555,0,13,4,2,2,1,0
PHC1818,2551,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Pavanthur,PHC,7,6,591,1170,0,13,2,2,2,1,0
PHC1819,2552,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Sirumadurai,PHC,7,6,629,1179,0,13,4,2,2,1,0
PHC1820,2553,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),T.Edaiyar,PHC,7,6,187,271,0,13,3,2,2,1,0
PHC1821,2554,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Thiruvennainallur,PHC,7,6,263,391,0,13,4,2,2,1,0
PHC1822,2555,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Tindivanam Uphc,UPHC,8,7,932,986,0,13,3,2,2,1,0
PHC1823,2556,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Asanur,PHC,7,6,1577,806,0,13,4,2,2,1,0
PHC1824,2557,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Eraiyur,PHC,7,6,1173,840,0,13,4,2,2,1,0
PHC1825,2558,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Kattuyeediyur,PHC,7,6,933,1256,0,13,3,2,1,1,0
PHC1826,2559,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Kiliyur,PHC,7,6,1414,63,0,13,3,2,2,1,0
PHC1827,2560,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Keelmambattu,PHC,7,6,741,1447,0,13,3,2,2,1,0
PHC1828,2561,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Melolakkur,PHC,7,6,1095,2915,0,13,3,2,2,1,0
PHC1829,2562,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Thiruvampattu,PHC,7,6,1113,3461,0,13,3,2,2,1,0
PHC1830,2563,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Kottaikuppam,PHC,7,6,620,900,0,13,4,2,2,1,0
PHC1831,2564,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Kunnam,PHC,7,6,523,486,0,13,2,2,2,1,0
PHC1832,2565,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Ponbur,PHC,7,6,666,618,0,13,3,2,2,1,0
PHC1833,2566,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Uppuvelur,PHC,7,6,1076,1472,0,13,4,2,1,1,0
PHC1834,2567,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Ennayiram,PHC,7,6,600,1127,0,13,3,2,2,1,0
PHC1835,2568,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Thumbur,PHC,7,6,1302,2567,0,13,3,2,1,1,0
PHC1836,2569,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Vembi,PHC,7,6,702,721,0,13,3,2,2,1,0
PHC1838,2571,Villupuram,Directorate Of Public Health And Preventive Medicine(DPH),Villupuram Uphc,UPHC,8,7,2564,2363,0,13,3,2,2,1,0
PHC1839,2572,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Aruppukottai Uphc,UPHC,7,6,6955,14874,0,13,5,2,2,1,0
PHC1840,2573,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Gopalapuram,UG-PHC,7,6,3878,10200,0,13,4,2,2,1,0
PHC1841,2574,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Malaipatti,PHC,7,6,4018,16566,0,13,4,2,2,1,0
PHC1842,2575,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Palavanatham,PHC,7,6,4335,9386,0,13,3,2,2,1,0
PHC1843,2576,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Kalkurichi,PHC,7,6,1309,3589,0,13,3,2,2,1,0
PHC1844,2577,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Mudukkankulam,PHC,7,6,1847,3134,0,13,3,2,2,1,0
PHC1845,2578,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Mustakurichi,PHC,7,6,2333,5060,0,13,4,2,2,1,0
PHC1846,2579,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),A.Mukkulam,PHC,7,6,2534,6038,0,13,4,2,2,1,0
PHC1847,2580,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Kattanur,PHC,7,6,3875,9449,0,13,3,2,1,1,0
PHC1848,2581,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Veeracholan,UG-PHC,7,6,5073,12910,0,13,4,2,2,1,0
PHC1849,2582,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Chatrapatti,PHC,7,6,2272,2382,0,13,3,2,2,1,0
PHC1850,2583,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Chokkanathan Pudur,PHC,7,6,3603,3946,0,13,4,2,2,1,0
PHC1851,2584,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Kilavikulam,PHC,7,6,900,1174,0,13,3,2,1,1,0
PHC1852,2585,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Meenakshipuram,PHC,7,6,2180,3182,0,13,3,2,1,1,0
PHC1853,2586,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Seithur,PHC,7,6,890,954,0,13,3,2,2,1,0
PHC1854,2587,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Thalavaipuram,PHC,7,6,4896,4453,0,13,4,2,2,1,0
PHC1857,2590,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Nadusurankudi,PHC,7,6,915,2089,0,13,3,2,1,1,0
PHC1858,2591,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Nalli,PHC,7,6,2480,6739,0,13,4,2,2,1,0
PHC1859,2592,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Nenmeni,PHC,7,6,2406,8894,0,13,3,2,2,1,0
PHC1860,2593,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Sattur Uphc,UPHC,7,6,1078,1238,0,13,4,2,2,1,0
PHC1861,2594,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Alamarathupatti,PHC,7,6,876,2328,0,13,4,2,2,1,0
PHC1862,2595,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Chitturajapuram,PHC,7,6,279,528,0,13,3,2,2,1,0
PHC1863,2596,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Erichanatham,PHC,7,6,1452,1809,0,13,4,2,2,1,0
PHC1864,2597,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Krishnaperai,PHC,7,6,1647,4241,0,13,5,2,2,1,0
PHC1865,2598,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Maraneri,PHC,7,6,282,772,0,13,3,2,2,1,0
PHC1866,2599,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Narayanapuram,PHC,7,6,982,1985,0,13,3,2,2,1,0
PHC1867,2600,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Vadamalapuram,PHC,7,6,758,1175,0,13,3,2,1,1,0
PHC1868,2601,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Vishwanatham,PHC,7,6,1046,2654,0,13,4,2,2,1,0
PHC1870,2603,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Mamsapuram,PHC,7,6,2087,2616,0,13,3,2,1,1,0
PHC1871,2604,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),T.Managaseri,PHC,7,6,601,1049,0,13,3,2,1,1,0
PHC1872,2605,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Vanniampatti,PHC,7,6,78,69,0,13,4,2,1,1,0
PHC1873,2606,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Srivilliputtur Uphc,UPHC,7,6,578,1088,0,13,3,2,2,1,0
PHC1874,2607,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Kalloorani,PHC,7,6,5910,8968,0,13,5,2,2,1,0
PHC1875,2608,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Paralatchi,UG-PHC,7,6,4999,12543,0,13,4,2,2,1,0
PHC1876,2609,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Elayirampannai,PHC,7,6,803,2787,0,13,3,2,2,1,0
PHC1877,2610,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Sevalpatti,PHC,7,6,1127,3219,0,13,3,2,2,1,0
PHC1878,2611,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Alagapuri,PHC,7,6,3547,7368,0,13,5,2,2,1,0
PHC1879,2612,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Amathur,PHC,7,6,4963,17829,0,13,4,2,2,1,0
PHC1880,2613,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Avudayapuram,PHC,7,6,4876,11522,0,13,4,2,2,1,0
PHC1881,2614,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Senkundrapuram,PHC,7,6,9250,22841,0,13,4,2,2,1,0
PHC1882,2615,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Virudhunagar Uphc,UPHC,8,7,3244,7248,0,13,4,2,2,1,0
PHC1883,2616,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Kottaiyur,PHC,7,6,4421,7241,0,13,3,2,2,1,0
PHC1884,2617,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),Nathampatti,PHC,7,6,2922,5464,0,13,5,2,1,1,0
PHC1885,2618,Virudhunagar,Directorate Of Public Health And Preventive Medicine(DPH),W.Pudupatti,PHC,7,6,1210,1383,0,13,3,2,2,1,0
MCH026,2943,Chennai,Directorate of Medical Education (DME),Institute of Non Communicable Diseases and Govt. Royapettah Hospital,MEDICAL COLLEGE ATTACHED HOSPITAL,13,12,27,0,0,108,4,1,0,1,0
MCH027,2944,Chennai,Directorate of Medical Education (DME),Institute of Obstetrics and Gynaecology and Govt Hospital for Women and Children,MEDICAL COLLEGE ATTACHED HOSPITAL,13,10,24,0,22,108,1,1,1,1,2
MCH051,2945,Chennai,Directorate of Medical Education (DME),King Institute of Preventive Medicine Research Guindy,MEDICAL COLLEGE ATTACHED HOSPITAL,20,10,8,9,0,108,2,2,1,1,0
MCH028,2946,Chennai,Directorate of Medical Education (DME),Institute of Child Health and Govt Hospital for Children,MEDICAL COLLEGE ATTACHED HOSPITAL,12,9,2,0,0,108,1,1,0,1,0
MCH050,2947,Chennai,Directorate of Medical Education (DME),Tamil Nadu Govt Multi Super Speciality Hospital Omandurar Govt Estate,MEDICAL COLLEGE ATTACHED HOSPITAL,14,13,13333,599,0,156,27,1,0,1,0
MCH029,2948,Chennai,Directorate of Medical Education (DME),Regional Institute of Ophthalmology and Govt. Ophthalmic Hospital,MEDICAL COLLEGE ATTACHED HOSPITAL,12,9,0,0,0,108,0,1,0,1,0
MCH030,2949,Chennai,Directorate of Medical Education (DME),Institute of Mental Health,MEDICAL COLLEGE ATTACHED HOSPITAL,12,9,0,0,0,108,0,1,0,1,0
MCH049,2950,Tirunelveli,Directorate of Medical Education (DME),P.A.Ramasamy Memorial Govt Hospital,MEDICAL COLLEGE ATTACHED HOSPITAL,12,10,0,0,0,108,0,1,0,1,0
MCH048,2951,Madurai,Directorate of Medical Education (DME),Infectious Diseases Hospital,MEDICAL COLLEGE ATTACHED HOSPITAL,12,9,4,7,0,108,1,1,1,1,0
MCH031,2952,Chennai,Directorate of Medical Education (DME),Institute of Social Obstetrics and Govt  Kasturba Gandhi Hospital for Women an Children and GH ,MEDICAL COLLEGE ATTACHED HOSPITAL,71,69,0,0,0,108,0,15,0,46,0
MCH032,2953,Chennai,Directorate of Medical Education (DME),Govt. RSRM Lying in Hospital,MEDICAL COLLEGE ATTACHED HOSPITAL,14,11,10348,40,58,109,11,1,2,1,2
MCH047,2954,Madurai,Directorate of Medical Education (DME),Cholera Collection Centre Thoppur  ,MEDICAL COLLEGE ATTACHED HOSPITAL,12,9,1,0,0,108,1,1,1,1,0
MCH046,2955,Madurai,Directorate of Medical Education (DME),Govt Hospital for Thoracic Medicine Thoppur ,MEDICAL COLLEGE ATTACHED HOSPITAL,12,9,0,0,0,108,0,1,0,1,0
MCH033,2956,Chennai,Directorate of Medical Education (DME),Govt. Hospital for Thoracic Medicine Tambaram,MEDICAL COLLEGE ATTACHED HOSPITAL,13,9,935,35,900,108,2,1,1,1,2
MCH045,2957,Madurai,Directorate of Medical Education (DME),Govt. Hospital Balarangapuram,MEDICAL COLLEGE ATTACHED HOSPITAL,29,26,0,0,0,109,0,4,0,10,0
MCH044,2958,Thiruchirappalli,Directorate of Medical Education (DME),Govt Rajaji TB Hospital  Thiruchirapalli,MEDICAL COLLEGE ATTACHED HOSPITAL,12,9,0,0,0,108,0,1,0,1,0
MCH034,2959,Chennai,Directorate of Medical Education (DME),Govt. Thiruvotteeswarar Hospital for Thoracic Medicine,MEDICAL COLLEGE ATTACHED HOSPITAL,12,9,0,0,0,108,0,1,0,1,0
MCH043,2960,Thiruchirappalli,Directorate of Medical Education (DME),Govt College of Physiotherapy Thiruchirapalli,MEDICAL COLLEGE ATTACHED HOSPITAL,12,9,0,0,0,108,0,1,0,1,0
MCH035,2961,Chennai,Directorate of Medical Education (DME),Institute of Thoracic Medicine Chetpet,MEDICAL COLLEGE ATTACHED HOSPITAL,95,90,8497,18758,0,112,4,44,41,5,0
MCH036,2962,Chennai,Directorate of Medical Education (DME),Govt. Peripheral Hospital Anna Nagar,MEDICAL COLLEGE ATTACHED HOSPITAL,13,10,3958,75,425,108,6,1,1,1,2
MCH042,2963,Kancheepuram,Directorate of Medical Education (DME),Govt Arignar Anna Memorial Cancer Hospital Kancheepuram,MEDICAL COLLEGE ATTACHED HOSPITAL,12,9,0,0,0,108,0,1,0,1,0
MCH037,2964,Chennai,Directorate of Medical Education (DME),Govt. Peripheral Hospital K.K. Nagar,MEDICAL COLLEGE ATTACHED HOSPITAL,19,14,1414,23,592,108,8,6,5,2,2
MCH041,2965,Chennai,Directorate of Medical Education (DME),Tamilnadu Govt Dental College Hospital Chennai ,MEDICAL COLLEGE ATTACHED HOSPITAL,15,12,23854,315,0,108,5,1,1,1,0
MCH038,2966,Chennai,Directorate of Medical Education (DME),Govt. Peripheral Hospital Tondayarpet,MEDICAL COLLEGE ATTACHED HOSPITAL,12,9,106,0,83,108,1,1,1,1,2
MCH040,2967,Chennai,Directorate of Medical Education (DME),Govt Institute of Rehabilitation Medicine KK Nagar Chennai,MEDICAL COLLEGE ATTACHED HOSPITAL,12,9,55,1,0,108,2,1,0,1,0
MCH039,2968,Chennai,Directorate of Medical Education (DME),Govt. Peripheral Hospital Periyar Nagar,MEDICAL COLLEGE ATTACHED HOSPITAL,197,194,121626,4907,2629,110,17,74,72,94,23
MCH025,2969,Chennai,Directorate of Medical Education (DME),Govt. Raja Mirasdar Hospital  Thanjavur,MEDICAL COLLEGE ATTACHED HOSPITAL,71,69,3968,1199,0,110,5,60,3,1,0
DISP001,3072,Chennai,Directorate of Medical Education (DME),Secretariat Dispensary Chennai,DISPENSARY,1,1,12,0,0,7,2,0,0,0,0
DISP003,3074,Chennai,Directorate of Medical Education (DME),Raj Bhavan Dispensary Chennai,DISPENSARY,15,15,93,55,0,3,2,2,2,4,0
STLPH001,3085,Chennai,Directorate of Medical and Rural Health Services(DMS),State Public Health Labarotary,DHQ,3,1,693,2067,0,78,4,2,2,0,0
,3086,Chengalpattu,Directorate Of Public Health And Preventive Medicine(DPH),Zamin Pallavapuram UHPC,UPHC,1,1,1,0,0,13,1,0,0,0,0
,3087,Chengalpattu,Directorate Of Public Health And Preventive Medicine(DPH),Keezhkattalai UHPC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3088,Chengalpattu,Directorate Of Public Health And Preventive Medicine(DPH),Haridosspuram UHPC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3089,Chengalpattu,Directorate Of Public Health And Preventive Medicine(DPH),Kulakarai Street UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3090,Chengalpattu,Directorate Of Public Health And Preventive Medicine(DPH),East Tambaram UPHC,UPHC,1,1,52,21,0,13,1,0,0,0,0
,3091,Chengalpattu,Directorate Of Public Health And Preventive Medicine(DPH),Patel Nagar UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3092,Chengalpattu,Directorate Of Public Health And Preventive Medicine(DPH),Renganathapuram UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3093,Chengalpattu,Directorate Of Public Health And Preventive Medicine(DPH),Sembakkam UPHC,UPHC,1,1,7,0,0,13,1,0,0,0,0
,3094,Chengalpattu,Directorate Of Public Health And Preventive Medicine(DPH), Pammal UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3095,Chennai,Directorate Of Public Health And Preventive Medicine(DPH),Srinivasapuram UPHC,UPHC,1,1,2777,28,0,13,3,0,0,0,0
,3096,Chennai,Directorate Of Public Health And Preventive Medicine(DPH),Ganapathy UPHC,UPHC,1,1,373,0,0,13,1,0,0,0,0
,3097,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Jail Road UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3098,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Saibaba Colony UPHC,UPHC,1,1,75,0,0,13,1,0,0,0,0
,3099,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Bharathi Park Road-II UPHC,UPHC,1,1,1267,6,0,13,2,0,0,0,0
,3100,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Pothanur UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3101,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Sukkarawarpet UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3102,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Peelamedu UPHC,UPHC,16,14,880,2396,0,52,8,4,4,2,0
,3103,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Raja Street UPHC,UPHC,16,14,92,262,0,52,4,4,4,2,0
,3104,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Ramanathapuram UPHC,UPHC,16,14,140,340,0,52,6,4,4,2,0
,3105,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Nehru Street UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3106,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Gandhi Park UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3107,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH), PN Pudur UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
,3108,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH),Selvapuram UPHC ,UPHC,16,14,62,162,0,52,8,4,4,2,0
,3109,Coimbatore,Directorate Of Public Health And Preventive Medicine(DPH), RS Puram UPHC,UPHC,1,1,0,0,0,13,0,0,0,0,0
